hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,bookingID,date_str,arrival_date,total_stay,lead_time_bracket,adr_category,total_nights,estimated_revenue
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",0,35,2018,February,8,17,0,4,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,36.0,0,Transient,43.76,0,0,Check-Out,2018-02-21,88,2018-February-17,2018-02-17,4,31-60 Hari,Low Price,4,175.04
"Mt. Laurel Courtyard Mt. Laurel, NJ",0,134,2019,February,8,25,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,30.0,0,Transient-Party,84.0,1,1,Check-Out,2019-02-26,89,2019-February-25,2019-02-25,1,91-180 Hari,Medium Price,1,84.0
"Leipzig Marriott Hotel Leipzig, Germany",0,5,2018,January,3,16,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,78.0,1,2,Check-Out,2018-01-17,90,2018-January-16,2018-01-16,1,0-30 Hari,Medium Price,1,78.0
"Courtyard by Marriott Toulouse Airport Toulouse, France",0,0,2018,February,8,18,0,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient-Party,79.0,0,0,Check-Out,2018-02-19,91,2018-February-18,2018-02-18,1,,Medium Price,1,79.0
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",0,5,2018,March,12,19,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,93.33,0,0,Check-Out,2018-03-22,92,2018-March-19,2018-03-19,3,0-30 Hari,Medium Price,3,279.99
"St. Louis Downtown West Courtyard St. Louis, MO",0,247,2019,June,25,22,1,3,2,0.0,0,HB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient-Party,108.9,0,0,Check-Out,2019-06-26,93,2019-June-22,2019-06-22,4,181-360 Hari,High Price,4,435.6
"Leipzig Marriott Hotel Leipzig, Germany",0,47,2019,March,10,10,0,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,79.2,0,0,Check-Out,2019-03-12,94,2019-March-10,2019-03-10,2,31-60 Hari,Medium Price,2,158.4
"Turtle Beach, Barbados Barbados",1,69,2018,November,45,4,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,79.2,0,2,Canceled,2018-10-09,95,2018-November-4,2018-11-04,1,61-90 Hari,Medium Price,1,79.2
"Hotel Maria Cristina, San Sebastian San Sebastian, Spain",0,235,2018,June,26,24,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,61,Transient-Party,65.0,0,1,Check-Out,2018-06-26,96,2018-June-24,2018-06-24,2,181-360 Hari,Low Price,2,130.0
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",0,112,2019,August,34,25,0,2,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Transient,235.0,0,0,Check-Out,2019-08-27,97,2019-August-25,2019-08-25,2,91-180 Hari,Premium Price,2,470.0
"Residence Inn Las Vegas Convention Center Las Vegas, NV ",0,93,2019,May,20,18,0,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,240.0,0,Transient,123.0,0,2,Check-Out,2019-05-21,98,2019-May-18,2019-05-18,3,91-180 Hari,High Price,3,369.0
"Baltimore BWI Airport Courtyard Linthicum, MD",0,126,2019,April,16,17,1,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,314.0,0,Transient-Party,54.0,0,1,Check-Out,2019-04-19,99,2019-April-17,2019-04-17,2,91-180 Hari,Low Price,2,108.0
"Protea Hotel by Marriott Cape Town Sea Point Cape Town, South Africa",1,240,2019,March,9,1,4,10,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0,Transient,26.64,0,0,Canceled,2018-07-22,100,2019-March-1,2019-03-01,14,181-360 Hari,Low Price,14,372.96000000000004
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",1,40,2019,February,6,5,4,7,2,0.0,0,BB,MOZ,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,68.0,0,1,Canceled,2019-01-17,101,2019-February-5,2019-02-05,11,31-60 Hari,Low Price,11,748.0
"W Barcelona Barcelona, Spain",0,132,2018,July,29,13,2,4,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,0,Transient,79.56,0,0,Check-Out,2018-07-19,102,2018-July-13,2018-07-13,6,91-180 Hari,Medium Price,6,477.36
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",1,162,2019,April,13,1,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,296.0,0,Transient-Party,98.0,0,0,Canceled,2018-12-10,103,2019-April-1,2019-04-01,3,91-180 Hari,High Price,3,294.0
"W London – Leicester Square London, United Kingdom",0,6,2019,February,8,24,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,E,0,No Deposit,0.0,0,Transient,61.2,0,1,Check-Out,2019-02-25,104,2019-February-24,2019-02-24,1,0-30 Hari,Low Price,1,61.2
"Des Moines West/Clive Courtyard Clive, IA",0,7,2019,May,20,15,1,1,1,0.0,0,BB,USA,Groups,Corporate,0,0,0,A,A,1,No Deposit,0.0,0,Transient-Party,110.0,0,0,Check-Out,2019-05-17,105,2019-May-15,2019-05-15,2,0-30 Hari,High Price,2,220.0
"Berlin Marriott Hotel Berlin, Germany",0,49,2018,March,12,15,0,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,81.9,0,1,Check-Out,2018-03-17,106,2018-March-15,2018-03-15,2,31-60 Hari,Medium Price,2,163.8
"African Pride Melrose Arch, Autograph Collection Johannesburg, South Africa",0,79,2018,December,51,11,2,2,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,0,Transient,52.4,0,0,Check-Out,2018-12-15,107,2018-December-11,2018-12-11,4,61-90 Hari,Low Price,4,209.6
"Orlando Airport Courtyard Orlando, FL",1,166,2017,July,29,15,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,0,Transient-Party,76.5,0,1,Canceled,2017-02-17,108,2017-July-15,2017-07-15,2,91-180 Hari,Medium Price,2,153.0
"Sheraton Lima Hotel & Convention Center Lima, Peru",0,18,2018,October,42,11,0,1,2,0.0,0,BB,GBR,Direct,Corporate,0,0,0,A,A,0,No Deposit,0.0,0,Transient,66.0,0,1,Check-Out,2018-10-12,109,2018-October-11,2018-10-11,1,0-30 Hari,Low Price,1,66.0
"W London – Leicester Square London, United Kingdom",1,335,2018,October,42,13,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,56.0,0,Transient-Party,90.0,0,1,Canceled,2018-10-13,110,2018-October-13,2018-10-13,3,181-360 Hari,Medium Price,3,270.0
"Sheraton Grand Rio Hotel & Resort Rio de Janeiro, Brazil",1,6,2018,June,26,23,0,1,1,0.0,0,BB,HKG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,95.0,0,0,Canceled,2018-06-17,111,2018-June-23,2018-06-23,1,0-30 Hari,Medium Price,1,95.0
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",0,18,2018,February,7,13,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,0,Transient,29.0,0,0,Check-Out,2018-02-14,112,2018-February-13,2018-02-13,1,0-30 Hari,Low Price,1,29.0
"Sheraton Mexico City Maria Isabel Hotel Mexico City, Mexico",0,62,2017,July,29,13,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147.0,0,Transient,64.0,0,2,Check-Out,2017-07-15,113,2017-July-13,2017-07-13,2,61-90 Hari,Low Price,2,128.0
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",0,2,2019,May,19,11,0,3,2,0.0,0,HB,PRT,Direct,TA/TO,0,0,2,E,E,1,No Deposit,250.0,0,Transient,153.67,0,0,Check-Out,2019-05-14,114,2019-May-11,2019-05-11,3,0-30 Hari,Premium Price,3,461.01
"Albuquerque Airport Courtyard Albuquerque, NM",0,133,2019,May,21,21,2,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,139.5,0,1,Check-Out,2019-05-23,115,2019-May-21,2019-05-21,2,91-180 Hari,Premium Price,2,279.0
"The House, Barbados Barbados",1,0,2019,February,9,27,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,10,A,D,0,No Deposit,0.0,0,Transient,35.0,0,0,No-Show,2019-02-27,116,2019-February-27,2019-02-27,2,,Low Price,2,70.0
"Leipzig Marriott Hotel Leipzig, Germany",1,73,2019,March,12,22,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,100.3,0,0,Canceled,2019-01-09,117,2019-March-22,2019-03-22,4,61-90 Hari,High Price,4,401.2
"Courtyard Las Vegas Convention Center Las Vegas, NV ",0,346,2018,September,38,13,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient-Party,115.0,0,1,Check-Out,2018-09-15,118,2018-September-13,2018-09-13,2,181-360 Hari,High Price,2,230.0
"The House, Barbados Barbados",0,66,2017,December,49,5,1,1,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,155.0,0,Transient-Party,64.0,0,0,Check-Out,2017-12-07,119,2017-December-5,2017-12-05,2,61-90 Hari,Low Price,2,128.0
"Colony Club, Barbados Barbados",1,90,2018,May,21,21,1,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,116.1,0,0,Canceled,2018-03-21,120,2018-May-21,2018-05-21,2,61-90 Hari,High Price,2,232.2
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",1,6,2019,June,24,12,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,146.0,0,Transient,107.95,0,0,Canceled,2019-06-07,121,2019-June-12,2019-06-12,1,0-30 Hari,High Price,1,107.95
"Heidelberg Marriott Hotel Heidelberg, Germany",1,66,2019,May,20,17,0,2,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,144.0,0,0,Canceled,2019-03-24,122,2019-May-17,2019-05-17,2,61-90 Hari,Premium Price,2,288.0
"Orlando International Drive/Convention Center Courtyard Orlando, FL",0,448,2019,June,24,17,2,1,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,0,Transient-Party,112.67,0,1,Check-Out,2019-06-20,123,2019-June-17,2019-06-17,3,>360 Hari,High Price,3,338.01
"Sheraton Lima Hotel & Convention Center Lima, Peru",1,271,2017,July,29,15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0,Transient-Party,62.0,0,0,Canceled,2017-06-29,124,2017-July-15,2017-07-15,2,181-360 Hari,Low Price,2,124.0
"San Diego Sorrento Valley Courtyard San Diego, CA",1,19,2019,August,31,1,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,140.8,0,0,Canceled,2019-07-13,125,2019-August-1,2019-08-01,1,0-30 Hari,Premium Price,1,140.8
"Fort Worth University Drive Courtyard Fort Worth, TX",1,171,2019,March,10,5,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,E,E,0,No Deposit,298.0,0,Transient-Party,45.0,0,0,Canceled,2019-01-11,126,2019-March-5,2019-03-05,7,91-180 Hari,Low Price,7,315.0
"Sheraton Mexico City Maria Isabel Hotel Mexico City, Mexico",1,37,2018,December,51,15,4,9,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0,Transient,92.31,0,1,Canceled,2018-11-24,127,2018-December-15,2018-12-15,13,31-60 Hari,Medium Price,13,1200.03
"Courtyard by Marriott Toulouse Airport Toulouse, France",1,22,2018,May,22,26,0,3,2,0.0,0,BB,PRT,Corporate,Corporate,1,1,5,A,A,0,No Deposit,0.0,0,Transient,59.0,0,1,Canceled,2018-05-11,128,2018-May-26,2018-05-26,3,0-30 Hari,Low Price,3,177.0
"Colony Club, Barbados Barbados",0,0,2018,April,16,16,1,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,E,0,No Deposit,0.0,0,Transient,61.0,0,0,Check-Out,2018-04-18,129,2018-April-16,2018-04-16,2,,Low Price,2,122.0
"Courtyard Las Vegas Convention Center Las Vegas, NV ",0,12,2018,October,41,4,0,1,1,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,10.0,0,Transient,126.1,0,0,Check-Out,2018-10-05,130,2018-October-4,2018-10-04,1,0-30 Hari,Premium Price,1,126.1
"Renaissance New York Times Square Hotel New York, NY",1,219,2018,September,40,30,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,0,Transient,120.0,0,0,Canceled,2018-03-15,131,2018-September-30,2018-09-30,3,181-360 Hari,High Price,3,360.0
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",0,200,2019,May,18,2,0,3,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,164.7,0,1,Check-Out,2019-05-05,133,2019-May-2,2019-05-02,3,181-360 Hari,Premium Price,3,494.09999999999997
"The Ritz-Carlton, Berlin Berlin, Germany",0,140,2019,July,27,3,1,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,0,Transient,111.6,0,0,Check-Out,2019-07-06,134,2019-July-3,2019-07-03,3,91-180 Hari,High Price,3,334.79999999999995
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,85,2018,April,16,11,1,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,79.0,0,Transient,72.76,0,0,Check-Out,2018-04-17,135,2018-April-11,2018-04-11,6,61-90 Hari,Medium Price,6,436.56000000000006
"Des Moines West/Clive Courtyard Clive, IA",0,3,2019,January,1,6,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient-Party,44.0,0,1,Check-Out,2019-01-08,136,2019-January-6,2019-01-06,2,0-30 Hari,Low Price,2,88.0
"Courtyard Las Vegas Convention Center Las Vegas, NV ",0,31,2019,March,9,4,2,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0,Transient,77.23,0,0,Check-Out,2019-03-08,137,2019-March-4,2019-03-04,4,31-60 Hari,Medium Price,4,308.92
"Protea Hotel by Marriott O.R. Tambo Airport Johannesburg, South Africa",0,41,2018,March,12,16,2,7,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27.0,0,Transient,66.72,0,1,Check-Out,2018-03-25,138,2018-March-16,2018-03-16,9,31-60 Hari,Low Price,9,600.48
"Heidelberg Marriott Hotel Heidelberg, Germany",0,91,2018,July,28,3,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,127.8,0,0,Check-Out,2018-07-10,139,2018-July-3,2018-07-03,7,91-180 Hari,Premium Price,7,894.6
"Louisville East Courtyard Louisville, KY",1,372,2018,July,29,14,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,62.0,0,0,Canceled,2017-10-21,140,2018-July-14,2018-07-14,2,>360 Hari,Low Price,2,124.0
"Heidelberg Marriott Hotel Heidelberg, Germany",0,385,2018,October,43,19,2,5,2,0.0,1,BB,GBR,Groups,Corporate,0,0,0,A,C,2,No Deposit,0.0,0,Transient-Party,57.0,1,1,Check-Out,2018-10-26,141,2018-October-19,2018-10-19,7,>360 Hari,Low Price,7,399.0
"Greensboro Courtyard Greensboro, NC",0,148,2019,June,24,16,1,2,3,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,162.0,0,1,Check-Out,2019-06-19,142,2019-June-16,2019-06-16,3,91-180 Hari,Premium Price,3,486.0
"Baton Rouge Acadian Centre/LSU Area Courtyard Baton Rouge, LA",1,66,2019,February,5,3,1,2,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,79.2,0,1,Canceled,2019-01-29,143,2019-February-3,2019-02-03,3,61-90 Hari,Medium Price,3,237.60000000000002
"Orlando International Drive/Convention Center Courtyard Orlando, FL",0,0,2018,January,5,26,0,1,3,0.0,0,BB,MAR,Direct,Direct,0,0,0,C,C,0,No Deposit,0.0,0,Transient,50.0,1,0,Check-Out,2018-01-27,144,2018-January-26,2018-01-26,1,,Low Price,1,50.0
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,37,2017,September,39,20,2,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,10.0,0,Transient,95.0,0,0,Check-Out,2017-09-24,145,2017-September-20,2017-09-20,4,31-60 Hari,Medium Price,4,380.0
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",0,4,2018,April,17,17,2,1,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,0,Transient,152.85,0,2,Check-Out,2018-04-20,146,2018-April-17,2018-04-17,3,0-30 Hari,Premium Price,3,458.54999999999995
"Orlando International Drive/Convention Center Courtyard Orlando, FL",0,13,2018,May,23,29,2,2,2,1.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0,Transient,118.51,0,1,Check-Out,2018-06-02,147,2018-May-29,2018-05-29,4,0-30 Hari,High Price,4,474.04
"The House, Barbados Barbados",1,266,2019,April,17,25,0,3,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,81.0,0,1,Canceled,2018-08-04,148,2019-April-25,2019-04-25,3,181-360 Hari,Medium Price,3,243.0
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,97,2017,October,41,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,62.0,0,1,Check-Out,2017-10-09,149,2017-October-7,2017-10-07,2,91-180 Hari,Low Price,2,124.0
"Protea Hotel by Marriott Midrand Midrand, South Africa",0,242,2017,September,36,1,2,7,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,0,Contract,58.95,0,0,Check-Out,2017-09-10,150,2017-September-1,2017-09-01,9,181-360 Hari,Low Price,9,530.5500000000001
"Waves, Barbados Barbados",1,244,2017,September,36,2,2,5,2,0.0,0,BB,IRL,Groups,TA/TO,0,24,0,A,A,0,No Deposit,96.0,0,Transient-Party,8.0,0,0,Canceled,2017-06-17,151,2017-September-2,2017-09-02,7,181-360 Hari,Low Price,7,56.0
"Orlando Airport Courtyard Orlando, FL",0,12,2018,August,32,1,1,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,9.0,0,Transient,119.0,0,2,Check-Out,2018-08-04,152,2018-August-1,2018-08-01,3,0-30 Hari,High Price,3,357.0
"Renaissance Hamburg Hotel Hamburg, Germany",0,98,2018,June,27,26,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient-Party,123.33,0,0,Check-Out,2018-07-02,153,2018-June-26,2018-06-26,6,91-180 Hari,High Price,6,739.98
"Fort Worth University Drive Courtyard Fort Worth, TX",0,5,2019,July,27,3,1,0,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,128.0,0,0,Check-Out,2019-07-04,154,2019-July-3,2019-07-03,1,0-30 Hari,Premium Price,1,128.0
"Orlando International Drive/Convention Center Courtyard Orlando, FL",1,172,2019,July,29,17,3,5,2,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,0,Transient,71.1,0,0,Canceled,2019-07-07,156,2019-July-17,2019-07-17,8,91-180 Hari,Medium Price,8,568.8
"Residence Inn Las Vegas Convention Center Las Vegas, NV ",1,349,2017,October,40,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0,Contract,62.0,0,0,Canceled,2017-01-01,157,2017-October-1,2017-10-01,2,181-360 Hari,Low Price,2,124.0
"San Diego Sorrento Valley Courtyard San Diego, CA",0,236,2018,September,40,27,0,4,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,84.43,0,1,Check-Out,2018-10-01,158,2018-September-27,2018-09-27,4,181-360 Hari,Medium Price,4,337.72
"The Ritz-Carlton, Tokyo Tokyo, Japan",0,315,2018,September,40,28,0,4,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,0,Transient,98.6,0,0,Check-Out,2018-10-02,159,2018-September-28,2018-09-28,4,181-360 Hari,High Price,4,394.4
"Baltimore BWI Airport Courtyard Linthicum, MD",0,183,2018,August,32,3,1,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0,Transient-Party,112.0,0,1,Check-Out,2018-08-08,160,2018-August-3,2018-08-03,5,181-360 Hari,High Price,5,560.0
"Grosvenor House, A JW Marriott Hotel London, United Kingdom",0,38,2018,April,17,21,1,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,118.8,0,1,Check-Out,2018-04-25,161,2018-April-21,2018-04-21,4,31-60 Hari,High Price,4,475.2
"San Diego Sorrento Valley Courtyard San Diego, CA",0,72,2017,October,44,28,0,3,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37.0,58,Transient-Party,85.67,0,0,Check-Out,2017-10-31,162,2017-October-28,2017-10-28,3,61-90 Hari,Medium Price,3,257.01
"Courtyard by Marriott Toulouse Airport Toulouse, France",0,22,2019,August,33,19,1,1,2,2.0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,0.0,0,Transient,200.4,0,1,Check-Out,2019-08-21,163,2019-August-19,2019-08-19,2,0-30 Hari,Premium Price,2,400.8
"Frankfurt Marriott Hotel Frankfurt, Germany",0,76,2018,April,14,1,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,87.3,0,1,Check-Out,2018-04-03,165,2018-April-1,2018-04-01,2,61-90 Hari,Medium Price,2,174.6
"San Diego Sorrento Valley Courtyard San Diego, CA",1,73,2018,March,14,27,2,2,2,2.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0,Transient,155.76,0,0,Canceled,2018-02-01,166,2018-March-27,2018-03-27,4,61-90 Hari,Premium Price,4,623.04
"Colony Club, Barbados Barbados",1,240,2018,August,34,19,3,7,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,99.45,0,1,Canceled,2018-08-05,167,2018-August-19,2018-08-19,10,181-360 Hari,High Price,10,994.5
"Renaissance Santo Domingo Jaragua Hotel & Casino Santo Domingo, Dominican Republic",1,39,2017,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0,Transient-Party,101.5,0,0,Canceled,2017-07-06,168,2017-August-14,2017-08-14,2,31-60 Hari,High Price,2,203.0
"W New York – Times Square New York, NY",0,87,2019,August,32,9,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,0,Transient,155.0,0,0,Check-Out,2019-08-14,169,2019-August-9,2019-08-09,5,61-90 Hari,Premium Price,5,775.0
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",1,187,2018,May,22,24,0,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,0,Transient,79.2,0,1,Canceled,2017-11-24,170,2018-May-24,2018-05-24,2,181-360 Hari,Medium Price,2,158.4
"Las Vegas Marriott Las Vegas, NV ",1,12,2017,July,29,18,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,62.0,0,0,Canceled,2017-07-18,171,2017-July-18,2017-07-18,4,0-30 Hari,Low Price,4,248.0
"Louisville East Courtyard Louisville, KY",0,217,2019,April,17,25,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9.0,0,Transient,99.0,0,1,Check-Out,2019-04-26,172,2019-April-25,2019-04-25,1,181-360 Hari,High Price,1,99.0
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",0,286,2018,June,26,23,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,F,1,No Deposit,240.0,0,Transient,85.5,0,2,Check-Out,2018-06-27,173,2018-June-23,2018-06-23,4,181-360 Hari,Medium Price,4,342.0
"Renaissance Hamburg Hotel Hamburg, Germany",0,40,2019,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,0.0,0,Transient-Party,55.0,0,0,Check-Out,2019-01-19,174,2019-January-16,2019-01-16,3,31-60 Hari,Low Price,3,165.0
"Berlin Marriott Hotel Berlin, Germany",0,141,2019,July,27,3,1,2,3,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient-Party,152.1,0,0,Check-Out,2019-07-06,175,2019-July-3,2019-07-03,3,91-180 Hari,Premium Price,3,456.29999999999995
"Treasure Beach, Barbados Barbados",0,15,2018,September,39,20,0,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0,Transient,148.0,1,1,Check-Out,2018-09-21,176,2018-September-20,2018-09-20,1,0-30 Hari,Premium Price,1,148.0
"Baltimore BWI Airport Courtyard Linthicum, MD",0,202,2019,July,28,12,0,4,1,1.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,78.35,0,2,Check-Out,2019-07-16,177,2019-July-12,2019-07-12,4,181-360 Hari,Medium Price,4,313.4
